Time,Event,PatientID,Deadline,EmergencyStatus,PatientType
222.0,START,22,527.0,True,Emergence_Patient
225.4,DONE,22,527.0,True,Emergence_Patient
225.4,START,22,527.0,True,Emergence_Patient
228.8,DONE,22,527.0,True,Emergence_Patient
229.0,ARRIVE,23,inf,False,Naive_Patient
229.0,START,23,inf,False,Naive_Patient
234.0,DONE,23,inf,False,Naive_Patient
236.0,ARRIVE,24,367.0,True,Emergence_Patient
236.0,START,24,367.0,True,Emergence_Patient
236.8,DONE,24,367.0,True,Emergence_Patient
236.8,START,24,367.0,True,Emergence_Patient
237.60000000000002,DONE,24,367.0,True,Emergence_Patient
246.0,ARRIVE,25,627.0,True,Emergence_Patient
246.0,START,25,627.0,True,Emergence_Patient
249.4,DONE,25,627.0,True,Emergence_Patient
249.4,START,25,627.0,True,Emergence_Patient
252.8,DONE,25,627.0,True,Emergence_Patient
261.0,ARRIVE,26,283.0,True,Emergence_Patient
261.0,START,26,283.0,True,Emergence_Patient
263.4,DONE,26,283.0,True,Emergence_Patient
263.4,START,26,283.0,True,Emergence_Patient
265.79999999999995,DONE,26,283.0,True,Emergence_Patient
266.0,ARRIVE,27,318.0,True,Emergence_Patient
266.0,START,27,318.0,True,Emergence_Patient
270.0,ARRIVE,28,296.0,True,Emergence_Patient
270.0,START,28,296.0,True,Emergence_Patient
270.6,DONE,28,296.0,True,Emergence_Patient
270.6,START,28,296.0,True,Emergence_Patient
271.20000000000005,DONE,28,296.0,True,Emergence_Patient
274.0,DONE,27,318.0,True,Emergence_Patient
274.0,START,27,318.0,True,Emergence_Patient
282.0,ARRIVE,29,321.0,True,Emergence_Patient
282.0,DONE,27,318.0,True,Emergence_Patient
282.0,START,29,321.0,True,Emergence_Patient
285.8,DONE,29,321.0,True,Emergence_Patient
285.8,START,29,321.0,True,Emergence_Patient
289.6,DONE,29,321.0,True,Emergence_Patient
298.0,ARRIVE,30,339.0,True,Emergence_Patient
298.0,START,30,339.0,True,Emergence_Patient
298.4,DONE,30,339.0,True,Emergence_Patient
298.4,START,30,339.0,True,Emergence_Patient
298.79999999999995,DONE,30,339.0,True,Emergence_Patient
310.0,ARRIVE,31,441.0,True,Emergence_Patient
310.0,START,31,441.0,True,Emergence_Patient
319.0,ARRIVE,32,509.0,True,Emergence_Patient
319.0,START,32,509.0,True,Emergence_Patient
320.0,PAUSE,31,441.0,True,Emergence_Patient
326.2,DONE,32,509.0,True,Emergence_Patient
326.2,START,32,509.0,True,Emergence_Patient
330.0,ARRIVE,33,514.0,True,Emergence_Patient
330.0,START,33,514.0,True,Emergence_Patient
330.0,DONE,33,514.0,True,Emergence_Patient
330.0,START,33,514.0,True,Emergence_Patient
330.0,DONE,33,514.0,True,Emergence_Patient
333.4,DONE,32,509.0,True,Emergence_Patient
340.0,ARRIVE,34,inf,False,Naive_Patient
340.0,START,34,inf,False,Naive_Patient
347.2,DONE,34,inf,False,Naive_Patient
350.0,ARRIVE,35,790.0,True,Emergence_Patient
350.0,START,35,790.0,True,Emergence_Patient
350.4,DONE,35,790.0,True,Emergence_Patient
350.4,START,35,790.0,True,Emergence_Patient
350.79999999999995,DONE,35,790.0,True,Emergence_Patient
358.0,ARRIVE,36,358.0,True,Emergence_Patient
358.0,START,36,358.0,True,Emergence_Patient
359.0,DEAD,36,358.0,True,Emergence_Patient
362.4,DEAD,36,358.0,True,Emergence_Patient
375.0,START,37,441.0,True,Emergence_Patient
377.8,DONE,37,441.0,True,Emergence_Patient
386.0,ARRIVE,38,540.0,True,Emergence_Patient
386.0,START,38,540.0,True,Emergence_Patient
390.0,DONE,38,540.0,True,Emergence_Patient
390.0,START,38,540.0,True,Emergence_Patient
394.0,DONE,38,540.0,True,Emergence_Patient
400.0,ARRIVE,39,449.0,True,Emergence_Patient
400.0,START,39,449.0,True,Emergence_Patient
403.0,DONE,39,449.0,True,Emergence_Patient
403.0,START,39,449.0,True,Emergence_Patient
406.0,DONE,39,449.0,True,Emergence_Patient
415.0,ARRIVE,40,656.0,True,Emergence_Patient
415.0,START,40,656.0,True,Emergence_Patient
415.0,DONE,40,656.0,True,Emergence_Patient
415.0,START,40,656.0,True,Emergence_Patient
415.0,DONE,40,656.0,True,Emergence_Patient
423.0,ARRIVE,41,inf,False,Naive_Patient
423.0,START,41,inf,False,Naive_Patient
428.0,DONE,41,inf,False,Naive_Patient
429.0,ARRIVE,42,467.0,True,Emergence_Patient
429.0,START,42,467.0,True,Emergence_Patient
436.6,DONE,42,467.0,True,Emergence_Patient
436.6,START,42,467.0,True,Emergence_Patient
439.0,ARRIVE,43,465.0,True,Emergence_Patient
439.0,START,43,465.0,True,Emergence_Patient
439.8,DONE,43,465.0,True,Emergence_Patient
439.8,START,43,465.0,True,Emergence_Patient
440.6,DONE,43,465.0,True,Emergence_Patient
442.0,DEAD,31,441.0,True,Emergence_Patient
444.20000000000005,DONE,42,467.0,True,Emergence_Patient
451.0,ARRIVE,44,472.0,True,Emergence_Patient
451.0,START,44,472.0,True,Emergence_Patient
458.4,DONE,44,472.0,True,Emergence_Patient
458.4,START,44,472.0,True,Emergence_Patient
461.0,ARRIVE,45,1257.0,True,Emergence_Patient
461.0,START,45,1257.0,True,Emergence_Patient
461.4,DONE,45,1257.0,True,Emergence_Patient
461.4,START,45,1257.0,True,Emergence_Patient
461.79999999999995,DONE,45,1257.0,True,Emergence_Patient
465.79999999999995,DONE,44,472.0,True,Emergence_Patient
470.0,ARRIVE,46,inf,False,Naive_Patient
470.0,START,46,inf,False,Naive_Patient
477.0,START,47,inf,False,Naive_Patient
479.2,DONE,46,inf,False,Naive_Patient
485.2,DONE,47,inf,False,Naive_Patient
487.0,ARRIVE,48,inf,False,Naive_Patient
487.0,START,48,inf,False,Naive_Patient
494.6,DONE,48,inf,False,Naive_Patient
500.0,ARRIVE,49,781.0,True,Emergence_Patient
500.0,START,49,781.0,True,Emergence_Patient
507.0,DONE,49,781.0,True,Emergence_Patient
507.0,START,49,781.0,True,Emergence_Patient
512.0,ARRIVE,50,inf,False,Naive_Patient
512.0,START,50,inf,False,Naive_Patient
514.0,DONE,49,781.0,True,Emergence_Patient
516.4,DONE,50,inf,False,Naive_Patient
526.0,ARRIVE,51,934.0,True,Emergence_Patient
526.0,START,51,934.0,True,Emergence_Patient
527.8,DONE,51,934.0,True,Emergence_Patient
527.8,START,51,934.0,True,Emergence_Patient
529.5999999999999,DONE,51,934.0,True,Emergence_Patient
538.0,ARRIVE,52,873.0,True,Emergence_Patient
538.0,START,52,873.0,True,Emergence_Patient
545.0,ARRIVE,53,572.0,True,Emergence_Patient
545.0,START,53,572.0,True,Emergence_Patient
548.0,PAUSE,52,873.0,True,Emergence_Patient
548.2,DONE,53,572.0,True,Emergence_Patient
548.2,START,53,572.0,True,Emergence_Patient
551.4000000000001,DONE,53,572.0,True,Emergence_Patient
555.0,ARRIVE,54,674.0,True,Emergence_Patient
555.0,START,54,674.0,True,Emergence_Patient
557.2,DONE,54,674.0,True,Emergence_Patient
557.2,START,54,674.0,True,Emergence_Patient
559.4000000000001,DONE,54,674.0,True,Emergence_Patient
560.0,ARRIVE,55,609.0,True,Emergence_Patient
560.0,START,55,609.0,True,Emergence_Patient
570.0,PAUSE,55,609.0,True,Emergence_Patient
577.0,ARRIVE,56,1069.0,True,Emergence_Patient
577.0,START,56,1069.0,True,Emergence_Patient
584.6,DONE,56,1069.0,True,Emergence_Patient
584.6,START,56,1069.0,True,Emergence_Patient
592.2,DONE,56,1069.0,True,Emergence_Patient
594.0,ARRIVE,57,598.0,True,Emergence_Patient
594.0,START,57,598.0,True,Emergence_Patient
597.4,DONE,57,598.0,True,Emergence_Patient
597.4,START,57,598.0,True,Emergence_Patient
600.8,DEAD,57,598.0,True,Emergence_Patient
604.0,ARRIVE,58,inf,True,Nylon_Patient
604.0,START,58,inf,True,Nylon_Patient
605.2,DONE,58,inf,True,Nylon_Patient
605.2,START,58,inf,True,Nylon_Patient
606.4000000000001,DONE,58,inf,True,Nylon_Patient
610.0,DEAD,55,609.0,True,Emergence_Patient
622.0,ARRIVE,59,685.0,True,Emergence_Patient
622.0,START,59,685.0,True,Emergence_Patient
622.4,DONE,59,685.0,True,Emergence_Patient
622.4,START,59,685.0,True,Emergence_Patient
622.8,DONE,59,685.0,True,Emergence_Patient
633.0,ARRIVE,60,inf,True,Nylon_Patient
633.0,START,60,inf,True,Nylon_Patient
633.8,DONE,60,inf,True,Nylon_Patient
633.8,START,60,inf,True,Nylon_Patient
634.5999999999999,DONE,60,inf,True,Nylon_Patient
643.0,ARRIVE,61,inf,False,Naive_Patient
643.0,START,61,inf,False,Naive_Patient
649.2,DONE,61,inf,False,Naive_Patient
658.0,ARRIVE,62,1425.0,True,Emergence_Patient
658.0,START,62,1425.0,True,Emergence_Patient
663.2,DONE,62,1425.0,True,Emergence_Patient
663.2,START,62,1425.0,True,Emergence_Patient
668.0,ARRIVE,63,755.0,True,Emergence_Patient
668.0,START,63,755.0,True,Emergence_Patient
668.4000000000001,DONE,62,1425.0,True,Emergence_Patient
672.0,DONE,63,755.0,True,Emergence_Patient
672.0,START,63,755.0,True,Emergence_Patient
675.0,ARRIVE,64,730.0,True,Emergence_Patient
675.0,START,64,730.0,True,Emergence_Patient
676.0,DONE,63,755.0,True,Emergence_Patient
677.0,DONE,64,730.0,True,Emergence_Patient
677.0,START,64,730.0,True,Emergence_Patient
679.0,DONE,64,730.0,True,Emergence_Patient
685.0,ARRIVE,65,696.0,True,Emergence_Patient
685.0,START,65,696.0,True,Emergence_Patient
688.6,DONE,65,696.0,True,Emergence_Patient
688.6,START,65,696.0,True,Emergence_Patient
692.2,DONE,65,696.0,True,Emergence_Patient
701.0,ARRIVE,66,838.0,True,Emergence_Patient
701.0,START,66,838.0,True,Emergence_Patient
706.4,DONE,66,838.0,True,Emergence_Patient
706.4,START,66,838.0,True,Emergence_Patient
711.8,DONE,66,838.0,True,Emergence_Patient
714.0,ARRIVE,67,976.0,True,Emergence_Patient
714.0,START,67,976.0,True,Emergence_Patient
715.4,DONE,67,976.0,True,Emergence_Patient
715.4,START,67,976.0,True,Emergence_Patient
716.8,DONE,67,976.0,True,Emergence_Patient
718.0,DEAD,14,717.0,True,Emergence_Patient
724.0,ARRIVE,68,805.0,True,Emergence_Patient
724.0,START,68,805.0,True,Emergence_Patient
729.4,DONE,68,805.0,True,Emergence_Patient
729.4,START,68,805.0,True,Emergence_Patient
731.0,ARRIVE,69,882.0,True,Emergence_Patient
731.0,START,69,882.0,True,Emergence_Patient
731.8,DONE,69,882.0,True,Emergence_Patient
731.8,START,69,882.0,True,Emergence_Patient
732.5999999999999,DONE,69,882.0,True,Emergence_Patient
734.8,DONE,68,805.0,True,Emergence_Patient
741.0,ARRIVE,70,inf,True,Nylon_Patient
741.0,START,70,inf,True,Nylon_Patient
741.4,DONE,70,inf,True,Nylon_Patient
741.4,START,70,inf,True,Nylon_Patient
741.8,DONE,70,inf,True,Nylon_Patient
752.0,ARRIVE,71,752.0,True,Emergence_Patient
752.0,START,71,752.0,True,Emergence_Patient
752.2,DEAD,71,752.0,True,Emergence_Patient
752.2,DEAD,71,752.0,True,Emergence_Patient
759.0,ARRIVE,72,inf,False,Naive_Patient
759.0,START,72,inf,False,Naive_Patient
762.2,DONE,72,inf,False,Naive_Patient
765.0,ARRIVE,73,789.0,True,Emergence_Patient
765.0,START,73,789.0,True,Emergence_Patient
766.6,DONE,73,789.0,True,Emergence_Patient
766.6,START,73,789.0,True,Emergence_Patient
768.2,DONE,73,789.0,True,Emergence_Patient
776.0,ARRIVE,74,inf,True,Nylon_Patient
776.0,START,74,inf,True,Nylon_Patient
776.0,DONE,74,inf,True,Nylon_Patient
776.0,START,74,inf,True,Nylon_Patient
776.0,DONE,74,inf,True,Nylon_Patient
786.0,ARRIVE,75,929.0,True,Emergence_Patient
786.0,START,75,929.0,True,Emergence_Patient
786.4,DONE,75,929.0,True,Emergence_Patient
786.4,START,75,929.0,True,Emergence_Patient
786.8,DONE,75,929.0,True,Emergence_Patient
802.0,ARRIVE,76,inf,False,Naive_Patient
802.0,START,76,inf,False,Naive_Patient
807.4,DONE,76,inf,False,Naive_Patient
809.0,ARRIVE,77,917.0,True,Emergence_Patient
809.0,START,77,917.0,True,Emergence_Patient
817.0,ARRIVE,78,936.0,True,Emergence_Patient
817.0,START,78,936.0,True,Emergence_Patient
817.4,DONE,77,917.0,True,Emergence_Patient
817.4,START,77,917.0,True,Emergence_Patient
823.8,DONE,78,936.0,True,Emergence_Patient
823.8,START,78,936.0,True,Emergence_Patient
825.8,DONE,77,917.0,True,Emergence_Patient
828.0,ARRIVE,79,944.0,True,Emergence_Patient
828.0,START,79,944.0,True,Emergence_Patient
828.6,DONE,79,944.0,True,Emergence_Patient
828.6,START,79,944.0,True,Emergence_Patient
829.2,DONE,79,944.0,True,Emergence_Patient
830.5999999999999,DONE,78,936.0,True,Emergence_Patient
836.0,ARRIVE,80,836.0,True,Emergence_Patient
836.0,START,80,836.0,True,Emergence_Patient
837.0,DEAD,80,836.0,True,Emergence_Patient
843.2,DEAD,80,836.0,True,Emergence_Patient
846.0,ARRIVE,81,1103.0,True,Emergence_Patient
846.0,START,81,1103.0,True,Emergence_Patient
850.0,DONE,81,1103.0,True,Emergence_Patient
850.0,START,81,1103.0,True,Emergence_Patient
854.0,DONE,81,1103.0,True,Emergence_Patient
856.0,ARRIVE,82,1298.0,True,Emergence_Patient
856.0,START,82,1298.0,True,Emergence_Patient
860.6,DONE,82,1298.0,True,Emergence_Patient
860.6,START,82,1298.0,True,Emergence_Patient
865.2,DONE,82,1298.0,True,Emergence_Patient
867.0,ARRIVE,83,915.0,True,Emergence_Patient
867.0,START,83,915.0,True,Emergence_Patient
873.6,DONE,83,915.0,True,Emergence_Patient
873.6,START,83,915.0,True,Emergence_Patient
874.0,DEAD,52,873.0,True,Emergence_Patient
878.0,ARRIVE,84,1279.0,True,Emergence_Patient
878.0,START,84,1279.0,True,Emergence_Patient
879.8,DONE,84,1279.0,True,Emergence_Patient
879.8,START,84,1279.0,True,Emergence_Patient
880.2,DONE,83,915.0,True,Emergence_Patient
881.5999999999999,DONE,84,1279.0,True,Emergence_Patient
895.0,ARRIVE,85,inf,False,Naive_Patient
895.0,START,85,inf,False,Naive_Patient
899.2,DONE,85,inf,False,Naive_Patient
906.0,ARRIVE,86,1495.0,True,Emergence_Patient
906.0,START,86,1495.0,True,Emergence_Patient
908.0,DONE,86,1495.0,True,Emergence_Patient
908.0,START,86,1495.0,True,Emergence_Patient
910.0,DONE,86,1495.0,True,Emergence_Patient
917.0,ARRIVE,87,inf,False,Naive_Patient
917.0,START,87,inf,False,Naive_Patient
922.6,DONE,87,inf,False,Naive_Patient
926.0,ARRIVE,88,inf,False,Naive_Patient
926.0,START,88,inf,False,Naive_Patient
929.2,DONE,88,inf,False,Naive_Patient
940.0,ARRIVE,89,1027.0,True,Emergence_Patient
940.0,START,89,1027.0,True,Emergence_Patient
950.0,DONE,89,1027.0,True,Emergence_Patient
950.0,START,89,1027.0,True,Emergence_Patient
951.0,ARRIVE,90,1225.0,True,Emergence_Patient
951.0,START,90,1225.0,True,Emergence_Patient
953.4,DONE,90,1225.0,True,Emergence_Patient
953.4,START,90,1225.0,True,Emergence_Patient
955.8,DONE,90,1225.0,True,Emergence_Patient
958.0,ARRIVE,91,1033.0,True,Emergence_Patient
958.0,START,91,1033.0,True,Emergence_Patient
960.0,DONE,89,1027.0,True,Emergence_Patient
964.6,DONE,91,1033.0,True,Emergence_Patient
964.6,START,91,1033.0,True,Emergence_Patient
971.2,DONE,91,1033.0,True,Emergence_Patient
972.0,ARRIVE,92,1082.0,True,Emergence_Patient
972.0,START,92,1082.0,True,Emergence_Patient
977.4,DONE,92,1082.0,True,Emergence_Patient
977.4,START,92,1082.0,True,Emergence_Patient
980.0,ARRIVE,93,inf,False,Naive_Patient
980.0,START,93,inf,False,Naive_Patient
982.8,DONE,92,1082.0,True,Emergence_Patient
987.4,DONE,93,inf,False,Naive_Patient
991.0,ARRIVE,94,inf,False,Naive_Patient
991.0,START,94,inf,False,Naive_Patient
996.0,DONE,94,inf,False,Naive_Patient
